image_index,original_image,original_label_id,original_label,counterfactual_image,counterfactual_label_id,counterfactual_label
000000,img_000000_original.png,1,pneumonia,img_000000_counterfactual.png,0,healthy
000001,img_000001_original.png,1,pneumonia,img_000001_counterfactual.png,0,healthy
000002,img_000002_original.png,1,pneumonia,img_000002_counterfactual.png,0,healthy
000003,img_000003_original.png,1,pneumonia,img_000003_counterfactual.png,0,healthy
000004,img_000004_original.png,1,pneumonia,img_000004_counterfactual.png,0,healthy
000005,img_000005_original.png,1,pneumonia,img_000005_counterfactual.png,0,healthy
000006,img_000006_original.png,1,pneumonia,img_000006_counterfactual.png,0,healthy
000007,img_000007_original.png,1,pneumonia,img_000007_counterfactual.png,0,healthy
000008,img_000008_original.png,1,pneumonia,img_000008_counterfactual.png,0,healthy
000009,img_000009_original.png,1,pneumonia,img_000009_counterfactual.png,0,healthy
000010,img_000010_original.png,1,pneumonia,img_000010_counterfactual.png,0,healthy
000011,img_000011_original.png,1,pneumonia,img_000011_counterfactual.png,0,healthy
000012,img_000012_original.png,1,pneumonia,img_000012_counterfactual.png,0,healthy
000013,img_000013_original.png,1,pneumonia,img_000013_counterfactual.png,0,healthy
000014,img_000014_original.png,1,pneumonia,img_000014_counterfactual.png,0,healthy
000015,img_000015_original.png,1,pneumonia,img_000015_counterfactual.png,0,healthy
000016,img_000016_original.png,1,pneumonia,img_000016_counterfactual.png,0,healthy
000017,img_000017_original.png,1,pneumonia,img_000017_counterfactual.png,0,healthy
000018,img_000018_original.png,1,pneumonia,img_000018_counterfactual.png,0,healthy
000019,img_000019_original.png,1,pneumonia,img_000019_counterfactual.png,0,healthy
000020,img_000020_original.png,1,pneumonia,img_000020_counterfactual.png,0,healthy
000021,img_000021_original.png,1,pneumonia,img_000021_counterfactual.png,0,healthy
000022,img_000022_original.png,1,pneumonia,img_000022_counterfactual.png,0,healthy
000023,img_000023_original.png,1,pneumonia,img_000023_counterfactual.png,0,healthy
000024,img_000024_original.png,1,pneumonia,img_000024_counterfactual.png,0,healthy
000025,img_000025_original.png,1,pneumonia,img_000025_counterfactual.png,0,healthy
000026,img_000026_original.png,1,pneumonia,img_000026_counterfactual.png,0,healthy
000027,img_000027_original.png,1,pneumonia,img_000027_counterfactual.png,0,healthy
000028,img_000028_original.png,1,pneumonia,img_000028_counterfactual.png,0,healthy
000029,img_000029_original.png,1,pneumonia,img_000029_counterfactual.png,0,healthy
000030,img_000030_original.png,1,pneumonia,img_000030_counterfactual.png,0,healthy
000031,img_000031_original.png,1,pneumonia,img_000031_counterfactual.png,0,healthy
000032,img_000032_original.png,1,pneumonia,img_000032_counterfactual.png,0,healthy
000033,img_000033_original.png,1,pneumonia,img_000033_counterfactual.png,0,healthy
000034,img_000034_original.png,1,pneumonia,img_000034_counterfactual.png,0,healthy
000035,img_000035_original.png,1,pneumonia,img_000035_counterfactual.png,0,healthy
000036,img_000036_original.png,1,pneumonia,img_000036_counterfactual.png,0,healthy
000037,img_000037_original.png,1,pneumonia,img_000037_counterfactual.png,0,healthy
000038,img_000038_original.png,1,pneumonia,img_000038_counterfactual.png,0,healthy
000039,img_000039_original.png,1,pneumonia,img_000039_counterfactual.png,0,healthy
000040,img_000040_original.png,1,pneumonia,img_000040_counterfactual.png,0,healthy
