filename,direction,ssim
00000011_001.png,H→P,0.9736102819442749
00000011_002.png,H→P,0.9907934665679932
00000011_003.png,H→P,0.9800701141357422
00000011_004.png,H→P,0.984510064125061
00000011_008.png,H→P,0.9912304878234863
00000015_000.png,H→P,0.9748309850692749
00000016_000.png,H→P,0.9920493364334106
00000022_000.png,H→P,0.9538861513137817
00000029_000.png,H→P,0.9860435724258423
00000092_000.png,H→P,0.9586755037307739
00000093_002.png,H→P,0.9937855005264282
00000094_000.png,H→P,0.9882265329360962
00000096_008.png,H→P,0.9880999326705933
00000122_000.png,H→P,0.9879291653633118
00000126_000.png,H→P,0.9705081582069397
00000136_000.png,H→P,0.9817558526992798
00000137_000.png,H→P,0.9921270608901978
00000137_001.png,H→P,0.9785611629486084
00000149_000.png,H→P,0.9931601881980896
00000149_001.png,H→P,0.9889316558837891
00000149_003.png,H→P,0.9926303029060364
00000149_004.png,H→P,0.9920485019683838
00000149_008.png,H→P,0.9929076433181763
00000149_009.png,H→P,0.9932761788368225
00000179_000.png,H→P,0.9842706322669983
00000184_000.png,H→P,0.954669177532196
00000184_001.png,H→P,0.9643965363502502
00000197_000.png,H→P,0.9832478761672974
00000197_001.png,H→P,0.9875413775444031
00000197_002.png,H→P,0.9301754236221313
00000197_003.png,H→P,0.9733030796051025
00000198_000.png,H→P,0.924104630947113
00000202_000.png,H→P,0.9914073944091797
00000202_001.png,H→P,0.9900659918785095
00000204_003.png,H→P,0.9919568300247192
00000218_002.png,H→P,0.9705791473388672
00000218_003.png,H→P,0.9867461919784546
00000218_007.png,H→P,0.9793825149536133
00000218_008.png,H→P,0.9807392358779907
00000219_002.png,H→P,0.955756425857544
00000219_003.png,H→P,0.9493512511253357
00000225_000.png,H→P,0.9885956048965454
00000225_001.png,H→P,0.990692138671875
00000239_000.png,H→P,0.9917894601821899
00000239_001.png,H→P,0.9905461072921753
00000239_003.png,H→P,0.9812729358673096
00000239_004.png,H→P,0.9901350140571594
00000239_005.png,H→P,0.992674708366394
00000242_001.png,H→P,0.9694449305534363
00000242_002.png,H→P,0.9847307205200195
00000242_003.png,H→P,0.9832471609115601
00000242_004.png,H→P,0.9891414642333984
00000244_000.png,H→P,0.9914915561676025
00000244_001.png,H→P,0.993125319480896
00000246_000.png,H→P,0.9832519888877869
00000246_002.png,H→P,0.9705702662467957
00000246_003.png,H→P,0.9869069457054138
00000246_004.png,H→P,0.9851104021072388
00000246_007.png,H→P,0.9860635995864868
00000246_009.png,H→P,0.9863623380661011
00000246_018.png,H→P,0.995132565498352
00000246_019.png,H→P,0.9570102691650391
00000253_000.png,H→P,0.9681122303009033
00000290_000.png,H→P,0.9793212413787842
00000290_001.png,H→P,0.9936879873275757
00000290_002.png,H→P,0.9816045761108398
00000290_003.png,H→P,0.9790971279144287
00000298_000.png,H→P,0.9749788641929626
00000304_000.png,H→P,0.9257898330688477
00000304_001.png,H→P,0.9754862189292908
00000304_002.png,H→P,0.9534881711006165
00000310_000.png,H→P,0.9784606695175171
00000310_002.png,H→P,0.9831468462944031
00000310_003.png,H→P,0.9810404777526855
00000310_005.png,H→P,0.9902025461196899
00000320_000.png,H→P,0.9580627679824829
00000321_000.png,H→P,0.9907251596450806
00000321_002.png,H→P,0.9895280003547668
00000321_003.png,H→P,0.9903020262718201
00000321_004.png,H→P,0.9882322549819946
00000321_005.png,H→P,0.990359902381897
00000334_001.png,H→P,0.9743808507919312
00000334_003.png,H→P,0.9729611873626709
00000334_005.png,H→P,0.9615055322647095
00000335_000.png,H→P,0.9516646265983582
00000348_000.png,H→P,0.9910519123077393
00000348_001.png,H→P,0.9913828372955322
00000348_002.png,H→P,0.855826735496521
00000348_003.png,H→P,0.9858571290969849
00000348_004.png,H→P,0.9927079677581787
00000348_005.png,H→P,0.98486328125
00000348_006.png,H→P,0.9936851263046265
00000348_009.png,H→P,0.992237389087677
00000354_000.png,H→P,0.9591667056083679
00000372_006.png,H→P,0.989823579788208
00000372_009.png,H→P,0.992805004119873
00000372_010.png,H→P,0.9897615909576416
00000372_011.png,H→P,0.9886309504508972
00000372_014.png,H→P,0.9928088188171387
00000386_000.png,H→P,0.9843816161155701
00000391_000.png,H→P,0.9903641939163208
00000391_001.png,H→P,0.9889827966690063
00000391_002.png,H→P,0.9901564121246338
00000391_003.png,H→P,0.9864370822906494
00000391_004.png,H→P,0.981246829032898
00000391_005.png,H→P,0.9884257316589355
00000391_007.png,H→P,0.9920311570167542
00000391_009.png,H→P,0.9823516607284546
00000394_000.png,H→P,0.9143046140670776
00000413_000.png,H→P,0.9844615459442139
00000415_002.png,H→P,0.9816835522651672
00000418_001.png,H→P,0.9900744557380676
00000418_002.png,H→P,0.9914761781692505
00000418_003.png,H→P,0.9921958446502686
00000420_000.png,H→P,0.9872621893882751
00000420_001.png,H→P,0.9816082715988159
00000422_000.png,H→P,0.9825125932693481
00000422_001.png,H→P,0.9825224280357361
00000422_002.png,H→P,0.9826836585998535
00000422_003.png,H→P,0.9863322973251343
00000422_004.png,H→P,0.9945439100265503
00000422_005.png,H→P,0.992727518081665
00000428_000.png,H→P,0.9717683792114258
00000433_000.png,H→P,0.9817888736724854
00000444_001.png,H→P,0.9394321441650391
00000444_002.png,H→P,0.9926685690879822
00000444_003.png,H→P,0.990363597869873
