original_image,counterfactual_image,p_original,p_translated,delta,flip
img_000043_original.png,img_000043_counterfactual.png,0.5002466440200806,0.4707120656967163,-0.029534578323364258,0
img_000044_original.png,img_000044_counterfactual.png,0.4486699402332306,0.43708422780036926,-0.011585712432861328,0
img_000045_original.png,img_000045_counterfactual.png,0.5977566242218018,0.5649194121360779,-0.03283721208572388,0
img_000046_original.png,img_000046_counterfactual.png,0.6954617500305176,0.6511427164077759,-0.0443190336227417,0
img_000047_original.png,img_000047_counterfactual.png,0.5963202118873596,0.5306503772735596,-0.06566983461380005,0
img_000048_original.png,img_000048_counterfactual.png,0.47330501675605774,0.4690532386302948,-0.0042517781257629395,0
img_000049_original.png,img_000049_counterfactual.png,0.533254861831665,0.4755968749523163,-0.057657986879348755,0
img_000050_original.png,img_000050_counterfactual.png,0.45669272541999817,0.38510677218437195,-0.07158595323562622,0
img_000051_original.png,img_000051_counterfactual.png,0.1307685226202011,0.16069722175598145,0.029928699135780334,0
img_000052_original.png,img_000052_counterfactual.png,0.38750773668289185,0.37118399143218994,-0.016323745250701904,0
img_000053_original.png,img_000053_counterfactual.png,0.28763386607170105,0.26401904225349426,-0.023614823818206787,0
img_000054_original.png,img_000054_counterfactual.png,0.32967716455459595,0.3320216238498688,0.002344459295272827,0
img_000055_original.png,img_000055_counterfactual.png,0.4871564507484436,0.4871691167354584,1.2665987014770508e-05,0
img_000056_original.png,img_000056_counterfactual.png,0.10545188188552856,0.16509376466274261,0.05964188277721405,0
img_000057_original.png,img_000057_counterfactual.png,0.4749864339828491,0.5965215563774109,0.12153512239456177,0
img_000058_original.png,img_000058_counterfactual.png,0.1891781985759735,0.16600164771080017,-0.02317655086517334,0
img_000059_original.png,img_000059_counterfactual.png,0.3663507103919983,0.2533482313156128,-0.1130024790763855,0
img_000060_original.png,img_000060_counterfactual.png,0.3139943778514862,0.2963108718395233,-0.01768350601196289,0
img_000061_original.png,img_000061_counterfactual.png,0.46493130922317505,0.4021960496902466,-0.06273525953292847,0
img_000062_original.png,img_000062_counterfactual.png,0.3546750843524933,0.32092392444610596,-0.03375115990638733,0
img_000063_original.png,img_000063_counterfactual.png,0.21837081015110016,0.22425688803195953,0.005886077880859375,0
img_000064_original.png,img_000064_counterfactual.png,0.25832638144493103,0.2123551070690155,-0.04597127437591553,0
img_000065_original.png,img_000065_counterfactual.png,0.3265182673931122,0.27991852164268494,-0.046599745750427246,0
img_000066_original.png,img_000066_counterfactual.png,0.2754433751106262,0.23964457213878632,-0.035798802971839905,0
img_000067_original.png,img_000067_counterfactual.png,0.3108794093132019,0.3307010531425476,0.019821643829345703,0
img_000068_original.png,img_000068_counterfactual.png,0.10634444653987885,0.10604213178157806,-0.00030231475830078125,0
img_000069_original.png,img_000069_counterfactual.png,0.10206355154514313,0.13562873005867004,0.033565178513526917,0
img_000070_original.png,img_000070_counterfactual.png,0.2524796426296234,0.22661994397640228,-0.02585969865322113,0
img_000071_original.png,img_000071_counterfactual.png,0.3381897211074829,0.3345765173435211,-0.003613203763961792,0
img_000072_original.png,img_000072_counterfactual.png,0.27694615721702576,0.25220194458961487,-0.02474421262741089,0
img_000073_original.png,img_000073_counterfactual.png,0.48083457350730896,0.5005555152893066,0.01972094178199768,0
img_000074_original.png,img_000074_counterfactual.png,0.2266377955675125,0.26421859860420227,0.03758080303668976,0
img_000075_original.png,img_000075_counterfactual.png,0.40169253945350647,0.41363418102264404,0.011941641569137573,0
img_000076_original.png,img_000076_counterfactual.png,0.35001808404922485,0.38010373711586,0.030085653066635132,0
img_000077_original.png,img_000077_counterfactual.png,0.37638139724731445,0.3123696446418762,-0.06401175260543823,0
img_000078_original.png,img_000078_counterfactual.png,0.783872663974762,0.638174295425415,-0.14569836854934692,0
img_000079_original.png,img_000079_counterfactual.png,0.8645063638687134,0.8499168753623962,-0.014589488506317139,0
img_000080_original.png,img_000080_counterfactual.png,0.6392637491226196,0.680519163608551,0.041255414485931396,0
img_000081_original.png,img_000081_counterfactual.png,0.8186233043670654,0.7924175262451172,-0.026205778121948242,0
img_000082_original.png,img_000082_counterfactual.png,0.3966602683067322,0.3494087755680084,-0.047251492738723755,0
img_000083_original.png,img_000083_counterfactual.png,0.4178142249584198,0.385525643825531,-0.032288581132888794,0
img_000084_original.png,img_000084_counterfactual.png,0.4035610854625702,0.3805077373981476,-0.023053348064422607,0
img_000085_original.png,img_000085_counterfactual.png,0.4433456063270569,0.44114598631858826,-0.002199620008468628,0
img_000086_original.png,img_000086_counterfactual.png,0.18044084310531616,0.1601208597421646,-0.02031998336315155,0
img_000087_original.png,img_000087_counterfactual.png,0.29987797141075134,0.30409786105155945,0.0042198896408081055,0
img_000088_original.png,img_000088_counterfactual.png,0.22719353437423706,0.22659775614738464,-0.000595778226852417,0
img_000089_original.png,img_000089_counterfactual.png,0.33686119318008423,0.35365232825279236,0.01679113507270813,1
img_000090_original.png,img_000090_counterfactual.png,0.4092557430267334,0.3937429189682007,-0.015512824058532715,0
img_000091_original.png,img_000091_counterfactual.png,0.33566758036613464,0.3255336284637451,-0.010133951902389526,0
img_000092_original.png,img_000092_counterfactual.png,0.16367977857589722,0.16424088180065155,0.0005611032247543335,0
img_000093_original.png,img_000093_counterfactual.png,0.21621276438236237,0.1902042031288147,-0.02600856125354767,0
img_000094_original.png,img_000094_counterfactual.png,0.25180307030677795,0.25659382343292236,0.004790753126144409,0
img_000095_original.png,img_000095_counterfactual.png,0.22666561603546143,0.2026982307434082,-0.023967385292053223,0
img_000096_original.png,img_000096_counterfactual.png,0.5411356091499329,0.5337665677070618,-0.007369041442871094,0
img_000097_original.png,img_000097_counterfactual.png,0.1590052843093872,0.25725695490837097,0.09825167059898376,0
img_000098_original.png,img_000098_counterfactual.png,0.2554597854614258,0.24305692315101624,-0.012402862310409546,0
img_000099_original.png,img_000099_counterfactual.png,0.2585254907608032,0.2910166084766388,0.03249111771583557,0
img_000100_original.png,img_000100_counterfactual.png,0.233263298869133,0.25802960991859436,0.024766311049461365,0
img_000101_original.png,img_000101_counterfactual.png,0.5256599187850952,0.5741047263145447,0.04844480752944946,0
img_000102_original.png,img_000102_counterfactual.png,0.5227930545806885,0.5224153399467468,-0.0003777146339416504,0
img_000103_original.png,img_000103_counterfactual.png,0.20633737742900848,0.2535082995891571,0.04717092216014862,0
img_000104_original.png,img_000104_counterfactual.png,0.1255647987127304,0.14211072027683258,0.016545921564102173,0
img_000105_original.png,img_000105_counterfactual.png,0.055088188499212265,0.07326657325029373,0.018178384751081467,0
img_000106_original.png,img_000106_counterfactual.png,0.4529423415660858,0.41481319069862366,-0.03812915086746216,0
img_000107_original.png,img_000107_counterfactual.png,0.20469459891319275,0.2299390733242035,0.025244474411010742,0
img_000108_original.png,img_000108_counterfactual.png,0.2643488645553589,0.2841127812862396,0.019763916730880737,0
img_000109_original.png,img_000109_counterfactual.png,0.2670803964138031,0.2888636887073517,0.021783292293548584,0
img_000110_original.png,img_000110_counterfactual.png,0.08848533034324646,0.0899403840303421,0.001455053687095642,0
img_000111_original.png,img_000111_counterfactual.png,0.1703140139579773,0.12879616022109985,-0.04151785373687744,0
img_000112_original.png,img_000112_counterfactual.png,0.16176782548427582,0.14944417774677277,-0.012323647737503052,0
img_000113_original.png,img_000113_counterfactual.png,0.17150510847568512,0.15128064155578613,-0.020224466919898987,0
img_000114_original.png,img_000114_counterfactual.png,0.5065603256225586,0.532451331615448,0.025891005992889404,0
img_000115_original.png,img_000115_counterfactual.png,0.33176225423812866,0.307995080947876,-0.023767173290252686,0
img_000116_original.png,img_000116_counterfactual.png,0.7881284952163696,0.7923245429992676,0.004196047782897949,0
img_000117_original.png,img_000117_counterfactual.png,0.30182600021362305,0.2493264377117157,-0.05249956250190735,0
img_000118_original.png,img_000118_counterfactual.png,0.30913278460502625,0.28457656502723694,-0.024556219577789307,0
img_000119_original.png,img_000119_counterfactual.png,0.2743223011493683,0.24554112553596497,-0.02878117561340332,0
img_000120_original.png,img_000120_counterfactual.png,0.3717334270477295,0.33781683444976807,-0.033916592597961426,0
img_000121_original.png,img_000121_counterfactual.png,0.27195119857788086,0.3142046332359314,0.04225343465805054,0
img_000122_original.png,img_000122_counterfactual.png,0.5765593647956848,0.5699344873428345,-0.006624877452850342,0
img_000123_original.png,img_000123_counterfactual.png,0.40114307403564453,0.3548940420150757,-0.04624903202056885,0
img_000124_original.png,img_000124_counterfactual.png,0.12701880931854248,0.12781505286693573,0.0007962435483932495,0
img_000125_original.png,img_000125_counterfactual.png,0.09078380465507507,0.08670706301927567,-0.004076741635799408,0
img_000126_original.png,img_000126_counterfactual.png,0.09845186024904251,0.08141866326332092,-0.017033196985721588,0
img_000127_original.png,img_000127_counterfactual.png,0.10701286047697067,0.15058384835720062,0.04357098788022995,0
img_000128_original.png,img_000128_counterfactual.png,0.25990378856658936,0.24659211933612823,-0.01331166923046112,0
img_000129_original.png,img_000129_counterfactual.png,0.14124658703804016,0.13087499141693115,-0.010371595621109009,0
img_000130_original.png,img_000130_counterfactual.png,0.12149433046579361,0.15113462507724762,0.02964029461145401,0
img_000131_original.png,img_000131_counterfactual.png,0.11859779804944992,0.1291375458240509,0.010539747774600983,0
img_000132_original.png,img_000132_counterfactual.png,0.15718655288219452,0.2082088440656662,0.05102229118347168,0
img_000133_original.png,img_000133_counterfactual.png,0.05936753377318382,0.08125807344913483,0.021890539675951004,0
img_000134_original.png,img_000134_counterfactual.png,0.18685150146484375,0.22431302070617676,0.03746151924133301,0
img_000135_original.png,img_000135_counterfactual.png,0.25216323137283325,0.26351475715637207,0.011351525783538818,0
img_000136_original.png,img_000136_counterfactual.png,0.17217394709587097,0.18404129147529602,0.011867344379425049,0
img_000137_original.png,img_000137_counterfactual.png,0.39242592453956604,0.41557395458221436,0.023148030042648315,0
img_000138_original.png,img_000138_counterfactual.png,0.4324639141559601,0.43118417263031006,-0.0012797415256500244,0
img_000139_original.png,img_000139_counterfactual.png,0.40970906615257263,0.41788002848625183,0.0081709623336792,0
img_000140_original.png,img_000140_counterfactual.png,0.32597219944000244,0.28056392073631287,-0.045408278703689575,0
img_000141_original.png,img_000141_counterfactual.png,0.1541280597448349,0.1548544317483902,0.0007263720035552979,0
img_000142_original.png,img_000142_counterfactual.png,0.09999930113554001,0.1303987056016922,0.03039940446615219,0
img_000143_original.png,img_000143_counterfactual.png,0.1464124619960785,0.1345079392194748,-0.011904522776603699,0
img_000144_original.png,img_000144_counterfactual.png,0.405818909406662,0.37583404779434204,-0.029984861612319946,0
img_000145_original.png,img_000145_counterfactual.png,0.1733330488204956,0.17067843675613403,-0.0026546120643615723,0
img_000146_original.png,img_000146_counterfactual.png,0.2938597798347473,0.26364338397979736,-0.03021639585494995,0
img_000147_original.png,img_000147_counterfactual.png,0.11694451421499252,0.10820819437503815,-0.008736319839954376,0
img_000148_original.png,img_000148_counterfactual.png,0.18223316967487335,0.1422092169523239,-0.04002395272254944,0
img_000149_original.png,img_000149_counterfactual.png,0.10813311487436295,0.09751470386981964,-0.010618411004543304,0
img_000150_original.png,img_000150_counterfactual.png,0.1986052393913269,0.17681723833084106,-0.02178800106048584,0
img_000151_original.png,img_000151_counterfactual.png,0.16301551461219788,0.13442927598953247,-0.028586238622665405,0
img_000152_original.png,img_000152_counterfactual.png,0.20746709406375885,0.18972598016262054,-0.017741113901138306,0
img_000153_original.png,img_000153_counterfactual.png,0.316623330116272,0.255188912153244,-0.061434417963027954,0
img_000154_original.png,img_000154_counterfactual.png,0.19848434627056122,0.20184554159641266,0.0033611953258514404,0
img_000155_original.png,img_000155_counterfactual.png,0.23070397973060608,0.22629186511039734,-0.00441211462020874,0
img_000156_original.png,img_000156_counterfactual.png,0.8023012280464172,0.7882398962974548,-0.014061331748962402,0
img_000157_original.png,img_000157_counterfactual.png,0.2555028796195984,0.2577611804008484,0.00225830078125,0
