image,p_original,p_translated,delta,flip
00026863_002.png,0.4943019151687622,0.5735677480697632,0.07926583290100098,0
00028476_000.png,0.17729511857032776,0.16218885779380798,-0.015106260776519775,0
00005892_017.png,0.235020250082016,0.2854730784893036,0.0504528284072876,0
00016649_010.png,0.4623866677284241,0.41862040758132935,-0.04376626014709473,0
00008094_002.png,0.3491227924823761,0.38557037711143494,0.03644758462905884,0
00004893_010.png,0.7033742070198059,0.6629148125648499,-0.040459394454956055,0
00020673_025.png,0.5915719270706177,0.6052355170249939,0.01366358995437622,0
00020995_002.png,0.07022279500961304,0.1793028861284256,0.10908009111881256,0
00005317_000.png,0.451946884393692,0.5683864951133728,0.11643961071968079,0
00029375_000.png,0.08094264566898346,0.21056757867336273,0.12962493300437927,0
00002271_000.png,0.425749272108078,0.38727867603302,-0.03847059607505798,0
00002878_008.png,0.20820365846157074,0.22540631890296936,0.01720266044139862,0
00030328_000.png,0.504436194896698,0.38374078273773193,-0.12069541215896606,0
00006510_002.png,0.26252225041389465,0.26550477743148804,0.002982527017593384,0
00018080_003.png,0.7150546908378601,0.752650797367096,0.03759610652923584,0
00028549_000.png,0.4826083779335022,0.6393353343009949,0.15672695636749268,0
00013719_000.png,0.5471938252449036,0.5496886968612671,0.0024948716163635254,0
00015758_001.png,0.5551719665527344,0.5745410323143005,0.019369065761566162,0
00027559_001.png,0.23894713819026947,0.2693404257297516,0.030393287539482117,0
00020833_000.png,0.21107226610183716,0.15266844630241394,-0.05840381979942322,0
00015458_000.png,0.08051134645938873,0.251801073551178,0.17128972709178925,0
00003349_000.png,0.1501338630914688,0.14967036247253418,-0.00046350061893463135,0
00011220_000.png,0.23704320192337036,0.35297632217407227,0.1159331202507019,1
00020195_023.png,0.5043724179267883,0.4239911139011383,-0.08038130402565002,0
00008745_018.png,0.46213260293006897,0.5191630721092224,0.05703046917915344,0
00015995_003.png,0.6276105642318726,0.6340907216072083,0.006480157375335693,0
00000701_000.png,0.1614939421415329,0.2811722457408905,0.1196783035993576,0
00000372_010.png,0.40970906615257263,0.3626980185508728,-0.04701104760169983,0
00001153_001.png,0.28069061040878296,0.2842027246952057,0.0035121142864227295,0
00017618_025.png,0.3634966313838959,0.3640281558036804,0.0005315244197845459,0
00027809_009.png,0.4807923436164856,0.412048876285553,-0.06874346733093262,0
00016905_004.png,0.07971163839101791,0.12897969782352448,0.04926805943250656,0
00004541_001.png,0.12868374586105347,0.2596750855445862,0.13099133968353271,0
00013249_036.png,0.7113398909568787,0.8360034823417664,0.1246635913848877,0
00023757_000.png,0.3887777626514435,0.5114638805389404,0.12268611788749695,0
00005504_005.png,0.49713051319122314,0.5361761450767517,0.039045631885528564,0
00017078_003.png,0.17296317219734192,0.41627347469329834,0.24331030249595642,1
00003534_002.png,0.039854034781455994,0.15785399079322815,0.11799995601177216,0
00019413_001.png,0.2643072009086609,0.31554940342903137,0.05124220252037048,0
00005831_000.png,0.6013010740280151,0.5575097799301147,-0.04379129409790039,0
00008795_000.png,0.3804914653301239,0.3904644846916199,0.009973019361495972,0
00012298_016.png,0.05215834453701973,0.11228139698505402,0.060123052448034286,0
00001582_010.png,0.500252902507782,0.2646368145942688,-0.23561608791351318,0
00013430_007.png,0.6436213254928589,0.6552033424377441,0.011582016944885254,0
00015144_000.png,0.35116109251976013,0.2721959948539734,-0.07896509766578674,0
00024636_000.png,0.12180507183074951,0.13548047840595245,0.013675406575202942,0
00009459_002.png,0.17481926083564758,0.23241375386714935,0.05759449303150177,0
00029866_000.png,0.25774142146110535,0.3658885955810547,0.10814717411994934,1
00004235_006.png,0.04838797077536583,0.0403403714299202,-0.008047599345445633,0
00010585_016.png,0.31462860107421875,0.31239184737205505,-0.0022367537021636963,0
00011402_002.png,0.7390518188476562,0.7239295244216919,-0.015122294425964355,0
00018387_026.png,0.8104859590530396,0.6503638029098511,-0.16012215614318848,0
00021257_001.png,0.5539242029190063,0.5147596001625061,-0.039164602756500244,0
