image,p_original,p_translated,delta,flip
00010350_016.png,0.42135730385780334,0.45571428537368774,0.0343569815158844,0
00006411_009.png,0.33007487654685974,0.5743178129196167,0.24424293637275696,1
00010920_000.png,0.2670936584472656,0.4230864644050598,0.1559928059577942,1
00000660_000.png,0.07407446950674057,0.07931201905012131,0.005237549543380737,0
00016204_000.png,0.13973258435726166,0.22298087179660797,0.08324828743934631,0
00009105_000.png,0.2476027011871338,0.3294830322265625,0.08188033103942871,0
00027742_001.png,0.5130976438522339,0.308795690536499,-0.20430195331573486,0
00015082_004.png,0.12015142291784286,0.22918817400932312,0.10903675109148026,0
00017008_000.png,0.5268466472625732,0.4886215627193451,-0.03822508454322815,0
00019711_001.png,0.3736540377140045,0.25560885667800903,-0.11804518103599548,0
00024691_000.png,0.17497344315052032,0.36461320519447327,0.18963976204395294,1
00016490_001.png,0.5765742063522339,0.6632530093193054,0.08667880296707153,0
00011225_000.png,0.3752398192882538,0.48817455768585205,0.11293473839759827,0
00030149_000.png,0.24532805383205414,0.5745441913604736,0.3292161375284195,1
00013178_002.png,0.12133472412824631,0.1637212336063385,0.042386509478092194,0
00012585_000.png,0.1734711080789566,0.11370641738176346,-0.059764690697193146,0
00020938_000.png,0.42027556896209717,0.3327295482158661,-0.08754602074623108,0
00003383_005.png,0.1765628457069397,0.22107428312301636,0.04451143741607666,0
00003174_010.png,0.5520608425140381,0.6681631803512573,0.11610233783721924,0
00003058_002.png,0.051250260323286057,0.11065492033958435,0.059404660016298294,0
00014271_000.png,0.11390824615955353,0.24340498447418213,0.1294967383146286,0
00009049_006.png,0.5760404467582703,0.5685749053955078,-0.007465541362762451,0
00023940_000.png,0.20812760293483734,0.1871706247329712,-0.02095697820186615,0
00028571_000.png,0.16100627183914185,0.31312572956085205,0.1521194577217102,0
00020358_000.png,0.39619073271751404,0.43297892808914185,0.03678819537162781,0
00018222_001.png,0.26758453249931335,0.3402538001537323,0.07266926765441895,0
